"filepath"	"local"	"remote"	"no.data"	"time.st"	"time.en"
".temp_ts/nwis_03277200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03292470-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03292474-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03292475-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03292480-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03292500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03293000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03293500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03293510-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03293530-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03294570-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03297800-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03297900-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298135-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298150-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298250-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03298300-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03301900-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03301940-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03302000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03302030-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03302050-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03321500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03339000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03343805-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03353200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03374100-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03400798-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03408500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03409500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03418420-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03428180-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03430200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03431083-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03431091-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03431514-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03432100-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03432350-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03432400-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03432800-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03460795-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03512000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03538830-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03539600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03539778-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_03612600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04024000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04027000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04040000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04059500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04067500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04085108-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_040851385-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04085427-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087030-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087050-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087088-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087119-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087120-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087142-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_040871488-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04087170-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04092750-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04095090-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04101500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04108660-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04119400-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04121650-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04121660-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04121680-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04121944-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04121970-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04124000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04124200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04125460-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04125550-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04136000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04136500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04136900-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04137005-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04137020-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04137025-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04137030-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04137500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04142000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_041482663-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04157005-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04165500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04166500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04167150-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04168400-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04174500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04175120-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04176500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04182867-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04188496-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04193490-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04195500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04199500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04200500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04208000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04213500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04231600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_04249000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05054000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05057000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05057200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05082500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05406457-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05406469-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05406479-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05406497-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05406500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05418400-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05420500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05435943-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05435950-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05451080-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05451210-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05515500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05524500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05543010-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05579630-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_05586300-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06336000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06340590-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06427850-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06436760-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06461500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06465500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06478522-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06601200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06610505-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06670500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06711565-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06795500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06799089-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06800500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06805000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06805500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06807000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06818000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06892513-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893300-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893350-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893620-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893820-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893890-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06893970-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06894000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_06934500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07020850-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07048600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07053450-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07053600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07055814-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07061270-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07061290-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07075250-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07075270-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07106000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07109500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07143672-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07144780-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07144790-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07164500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07177500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07178200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_071912213-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07191222-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_071948095-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07198000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07239450-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07241000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07241520-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07241550-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07257500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07263296-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_072632966-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_072632995-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07332620-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07332622-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07374000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_07381600-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08041770-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08048000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08049500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08052700-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08052745-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08057000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08057055-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08057410-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08062500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08065350-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08067074-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08068000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08068500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08069500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08070200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08155500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08171290-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08180700-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08180850-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08181500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08181800-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08188060-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08211200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08317400-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08371500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08374200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08374510-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08374550-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08375300-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08377200-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08412500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08420500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08437710-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08446500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08447000-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08447018-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08447300-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08447410-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
".temp_ts/nwis_08470500-ts_sw_nldas.rds"	FALSE	FALSE	FALSE	"2006-10-01"	"2016-03-01"
